Grid_Num,Join_Count,GRID_ID,coords,X,Y,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Center_Lat,Center_Long
406,168,AL-17,"-85.1911475160199, 35.08073657452945, -85.1935980975963, 35.076492042731104, -85.19849926074903, 35.076492042731104, -85.20094984232549, 35.08073657452945, -85.19849926074903, 35.08498110632786, -85.1935980975963, 35.08498110632786, -85.1911475160199, 35.08073657452945","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.19604868
407,174,AM-17,"-85.1837957712907, 35.076492042731104, -85.18624635286704, 35.0722475109327, -85.1911475160199, 35.0722475109327, -85.1935980975963, 35.076492042731104, -85.1911475160199, 35.08073657452945, -85.18624635286704, 35.08073657452945, -85.1837957712907, 35.076492042731104","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.18869693
408,22,AN-17,"-85.17644402656146, 35.08073657452945, -85.17889460813785, 35.076492042731104, -85.1837957712907, 35.076492042731104, -85.18624635286704, 35.08073657452945, -85.1837957712907, 35.08498110632786, -85.17889460813785, 35.08498110632786, -85.17644402656146, 35.08073657452945","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.18134519
409,77,AO-17,"-85.16909228183226, 35.076492042731104, -85.17154286340872, 35.0722475109327, -85.17644402656146, 35.0722475109327, -85.17889460813785, 35.076492042731104, -85.17644402656146, 35.08073657452945, -85.17154286340872, 35.08073657452945, -85.16909228183226, 35.076492042731104","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.17399344
410,11,AP-17,"-85.16174053710313, 35.08073657452945, -85.16419111867953, 35.076492042731104, -85.16909228183226, 35.076492042731104, -85.17154286340872, 35.08073657452945, -85.16909228183226, 35.08498110632786, -85.16419111867953, 35.08498110632786, -85.16174053710313, 35.08073657452945","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.1666417
411,16,AQ-17,"-85.15438879237394, 35.076492042731104, -85.15683937395028, 35.0722475109327, -85.16174053710313, 35.0722475109327, -85.16419111867953, 35.076492042731104, -85.16174053710313, 35.08073657452945, -85.15683937395028, 35.08073657452945, -85.15438879237394, 35.076492042731104","-85.15438879237394, -85.15683937395028, -85.16174053710313, -85.16419111867953, -85.16174053710313, -85.15683937395028, -85.15438879237394","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,14,35.07649204,-85.15928996
412,58,AR-17,"-85.14703704764469, 35.08073657452945, -85.14948762922103, 35.076492042731104, -85.15438879237388, 35.076492042731104, -85.15683937395028, 35.08073657452945, -85.15438879237388, 35.08498110632786, -85.14948762922103, 35.08498110632786, -85.14703704764469, 35.08073657452945","-85.14703704764469, -85.14948762922103, -85.15438879237388, -85.15683937395028, -85.15438879237388, -85.14948762922103, -85.14703704764469","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,17,35.08073657,-85.15193821
413,3,AS-17,"-85.13968530291544, 35.076492042731104, -85.14213588449195, 35.0722475109327, -85.14703704764469, 35.0722475109327, -85.14948762922103, 35.076492042731104, -85.14703704764469, 35.08073657452945, -85.14213588449195, 35.08073657452945, -85.13968530291544, 35.076492042731104","-85.13968530291544, -85.14213588449195, -85.14703704764469, -85.14948762922103, -85.14703704764469, -85.14213588449195, -85.13968530291544","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,17,35.07649204,-85.14458647
414,1,AT-17,"-85.13233355818636, 35.08073657452945, -85.1347841397627, 35.076492042731104, -85.13968530291544, 35.076492042731104, -85.14213588449195, 35.08073657452945, -85.13968530291544, 35.08498110632786, -85.1347841397627, 35.08498110632786, -85.13233355818636, 35.08073657452945","-85.13233355818636, -85.1347841397627, -85.13968530291544, -85.14213588449195, -85.13968530291544, -85.1347841397627, -85.13233355818636","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",NA,NA,NA,35.08073657,-85.13723472
415,195,AU-17,"-85.12498181345711, 35.076492042731104, -85.12743239503351, 35.0722475109327, -85.13233355818636, 35.0722475109327, -85.1347841397627, 35.076492042731104, -85.13233355818636, 35.08073657452945, -85.12743239503351, 35.08073657452945, -85.12498181345711, 35.076492042731104","-85.12498181345711, -85.12743239503351, -85.13233355818636, -85.1347841397627, -85.13233355818636, -85.12743239503351, -85.12498181345711","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",4,2,17,35.07649204,-85.12988298
416,1,AV-17,"-85.11763006872792, 35.08073657452945, -85.12008065030426, 35.076492042731104, -85.12498181345711, 35.076492042731104, -85.12743239503351, 35.08073657452945, -85.12498181345711, 35.08498110632786, -85.12008065030426, 35.08498110632786, -85.11763006872792, 35.08073657452945","-85.11763006872792, -85.12008065030426, -85.12498181345711, -85.12743239503351, -85.12498181345711, -85.12008065030426, -85.11763006872792","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",NA,NA,NA,35.08073657,-85.12253123
417,79,AW-17,"-85.11027832399867, 35.076492042731104, -85.11272890557512, 35.0722475109327, -85.11763006872792, 35.0722475109327, -85.12008065030426, 35.076492042731104, -85.11763006872792, 35.08073657452945, -85.11272890557512, 35.08073657452945, -85.11027832399867, 35.076492042731104","-85.11027832399867, -85.11272890557512, -85.11763006872792, -85.12008065030426, -85.11763006872792, -85.11272890557512, -85.11027832399867","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",4,2,17,35.07649204,-85.11517949
418,1,AX-17,"-85.10292657926954, 35.08073657452945, -85.10537716084593, 35.076492042731104, -85.11027832399867, 35.076492042731104, -85.11272890557512, 35.08073657452945, -85.11027832399867, 35.08498110632786, -85.10537716084593, 35.08498110632786, -85.10292657926954, 35.08073657452945","-85.10292657926954, -85.10537716084593, -85.11027832399867, -85.11272890557512, -85.11027832399867, -85.10537716084593, -85.10292657926954","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",NA,NA,NA,35.08073657,-85.10782774
419,28,AY-17,"-85.09557483454034, 35.076492042731104, -85.09802541611668, 35.0722475109327, -85.10292657926954, 35.0722475109327, -85.10537716084593, 35.076492042731104, -85.10292657926954, 35.08073657452945, -85.09802541611668, 35.08073657452945, -85.09557483454034, 35.076492042731104","-85.09557483454034, -85.09802541611668, -85.10292657926954, -85.10537716084593, -85.10292657926954, -85.09802541611668, -85.09557483454034","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",9,2,11,35.07649204,-85.100476
420,74,AZ-17,"-85.0882230898111, 35.08073657452945, -85.09067367138749, 35.076492042731104, -85.09557483454034, 35.076492042731104, -85.09802541611668, 35.08073657452945, -85.09557483454034, 35.08498110632786, -85.09067367138749, 35.08498110632786, -85.0882230898111, 35.08073657452945","-85.0882230898111, -85.09067367138749, -85.09557483454034, -85.09802541611668, -85.09557483454034, -85.09067367138749, -85.0882230898111","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.09312425
421,35,BA-17,"-85.0808713450819, 35.076492042731104, -85.08332192665836, 35.0722475109327, -85.0882230898111, 35.0722475109327, -85.09067367138749, 35.076492042731104, -85.0882230898111, 35.08073657452945, -85.08332192665836, 35.08073657452945, -85.0808713450819, 35.076492042731104","-85.0808713450819, -85.08332192665836, -85.0882230898111, -85.09067367138749, -85.0882230898111, -85.08332192665836, -85.0808713450819","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.08577251
422,322,BB-17,"-85.07351960035277, 35.08073657452945, -85.07597018192916, 35.076492042731104, -85.0808713450819, 35.076492042731104, -85.08332192665836, 35.08073657452945, -85.0808713450819, 35.08498110632786, -85.07597018192916, 35.08498110632786, -85.07351960035277, 35.08073657452945","-85.07351960035277, -85.07597018192916, -85.0808713450819, -85.08332192665836, -85.0808713450819, -85.07597018192916, -85.07351960035277","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.07842076
423,8,BC-17,"-85.06616785562358, 35.076492042731104, -85.06861843719992, 35.0722475109327, -85.07351960035277, 35.0722475109327, -85.07597018192916, 35.076492042731104, -85.07351960035277, 35.08073657452945, -85.06861843719992, 35.08073657452945, -85.06616785562358, 35.076492042731104","-85.06616785562358, -85.06861843719992, -85.07351960035277, -85.07597018192916, -85.07351960035277, -85.06861843719992, -85.06616785562358","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.07106902
424,509,BD-17,"-85.05881611089433, 35.08073657452945, -85.06126669247067, 35.076492042731104, -85.06616785562358, 35.076492042731104, -85.06861843719992, 35.08073657452945, -85.06616785562358, 35.08498110632786, -85.06126669247067, 35.08498110632786, -85.05881611089433, 35.08073657452945","-85.05881611089433, -85.06126669247067, -85.06616785562358, -85.06861843719992, -85.06616785562358, -85.06126669247067, -85.05881611089433","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,16,35.08073657,-85.06371727
425,0,P-16,"-85.35288590006218, 35.089225638126265, -85.35533648163857, 35.08498110632786, -85.36023764479137, 35.08498110632786, -85.36268822636777, 35.089225638126265, -85.36023764479137, 35.09347016992467, -85.35533648163857, 35.09347016992467, -85.35288590006218, 35.089225638126265","-85.35288590006218, -85.35533648163857, -85.36023764479137, -85.36268822636777, -85.36023764479137, -85.35533648163857, -85.35288590006218","35.089225638126265, 35.08498110632786, 35.08498110632786, 35.089225638126265, 35.09347016992467, 35.09347016992467, 35.089225638126265",1,2,19,35.08922564,-85.35778706
426,0,Q-16,"-85.34553415533298, 35.08498110632786, -85.34798473690932, 35.08073657452945, -85.35288590006218, 35.08073657452945, -85.35533648163857, 35.08498110632786, -85.35288590006218, 35.089225638126265, -85.34798473690932, 35.089225638126265, -85.34553415533298, 35.08498110632786","-85.34553415533298, -85.34798473690932, -85.35288590006218, -85.35533648163857, -85.35288590006218, -85.34798473690932, -85.34553415533298","35.08498110632786, 35.08073657452945, 35.08073657452945, 35.08498110632786, 35.089225638126265, 35.089225638126265, 35.08498110632786",1,2,19,35.08498111,-85.35043532
427,32,S-16,"-85.3308306658746, 35.08498110632786, -85.333281247451, 35.08073657452945, -85.33818241060374, 35.08073657452945, -85.34063299218019, 35.08498110632786, -85.33818241060374, 35.089225638126265, -85.333281247451, 35.089225638126265, -85.3308306658746, 35.08498110632786","-85.3308306658746, -85.333281247451, -85.33818241060374, -85.34063299218019, -85.33818241060374, -85.333281247451, -85.3308306658746","35.08498110632786, 35.08073657452945, 35.08073657452945, 35.08498110632786, 35.089225638126265, 35.089225638126265, 35.08498110632786",2,2,19,35.08498111,-85.33573183
428,189,T-16,"-85.32347892114541, 35.089225638126265, -85.32592950272175, 35.08498110632786, -85.3308306658746, 35.08498110632786, -85.333281247451, 35.089225638126265, -85.3308306658746, 35.09347016992467, -85.32592950272175, 35.09347016992467, -85.32347892114541, 35.089225638126265","-85.32347892114541, -85.32592950272175, -85.3308306658746, -85.333281247451, -85.3308306658746, -85.32592950272175, -85.32347892114541","35.089225638126265, 35.08498110632786, 35.08498110632786, 35.089225638126265, 35.09347016992467, 35.09347016992467, 35.089225638126265",2,2,19,35.08922564,-85.32838008
429,350,U-16,"-85.31612717641616, 35.08498110632786, -85.31857775799256, 35.08073657452945, -85.32347892114541, 35.08073657452945, -85.32592950272175, 35.08498110632786, -85.32347892114541, 35.089225638126265, -85.31857775799256, 35.089225638126265, -85.31612717641616, 35.08498110632786","-85.31612717641616, -85.31857775799256, -85.32347892114541, -85.32592950272175, -85.32347892114541, -85.31857775799256, -85.31612717641616","35.08498110632786, 35.08073657452945, 35.08073657452945, 35.08498110632786, 35.089225638126265, 35.089225638126265, 35.08498110632786",2,2,12,35.08498111,-85.32102834
430,8,W-16,"-85.30142368695783, 35.08498110632786, -85.30387426853423, 35.08073657452945, -85.30877543168691, 35.08073657452945, -85.31122601326342, 35.08498110632786, -85.30877543168691, 35.089225638126265, -85.30387426853423, 35.089225638126265, -85.30142368695783, 35.08498110632786","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.08498110632786, 35.08073657452945, 35.08073657452945, 35.08498110632786, 35.089225638126265, 35.089225638126265, 35.08498110632786",2,2,19,35.08498111,-85.30632485
431,38,X-16,"-85.29407194222858, 35.089225638126265, -85.29652252380498, 35.08498110632786, -85.30142368695783, 35.08498110632786, -85.30387426853417, 35.089225638126265, -85.30142368695783, 35.09347016992467, -85.29652252380498, 35.09347016992467, -85.29407194222858, 35.089225638126265","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.089225638126265, 35.08498110632786, 35.08498110632786, 35.089225638126265, 35.09347016992467, 35.09347016992467, 35.089225638126265",2,2,16,35.08922564,-85.29897311
432,111,Y-16,"-85.28672019749939, 35.08498110632786, -85.28917077907573, 35.08073657452945, -85.29407194222858, 35.08073657452945, -85.29652252380498, 35.08498110632786, -85.29407194222858, 35.089225638126265, -85.28917077907573, 35.089225638126265, -85.28672019749939, 35.08498110632786","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.08498110632786, 35.08073657452945, 35.08073657452945, 35.08498110632786, 35.089225638126265, 35.089225638126265, 35.08498110632786",2,2,19,35.08498111,-85.29162136
